SampleId,SiteNumber,SiteLocation,SampleDate,PSP,PotentialDirectToxicity,DSP,ASP,SampleMethod
893,21,Butley,2002-11-18,0,,0,0,surface
898,27,"Southampton,Hamble",2002-11-18,0,,0,0,tube
899,27,"Southampton,Pier",2002-11-18,0,,0,0,tube
900,27,"Southampton,Middle",2002-11-18,0,,0,0,tube
897,36,"Miedina,Folly Marina",2002-11-18,0,,0,0,surface
901,47,Camel,2002-11-18,0,,0,0,surface
903,13,"Burry,Pwll,live",2002-11-24,0,,0,0,surface
904,13,"Burry,T.Wall,live",2002-11-24,0,,0,0,surface
905,26,"Chichester,Mill Rythe",2002-11-25,0,,0,0,tube
906,34,North Kent Coast,2002-11-25,0,,0,0,surface
907,48,Liverpool Bay,2002-11-25,0,,0,0,surface
909,13,"Burry,D,Machynys",2002-12-02,0,,0,0,surface
910,19,"Milford,L.Quay",2002-12-03,0,,0,0,surface
911,19,"Milford,C.Spit",2002-12-03,0,,0,0,surface
912,38,Fowey,2002-12-03,0,,0,0,surface
913,47,Camel,2002-12-03,0,,0,0,surface
908,57,Swale,2002-11-28,0,,0,0,surface
914,1,Holy Island,2002-12-04,0,,0,0,surface
918,12,Fal,2002-12-10,0,,0,0,tube
916,13,"Burry,D,Machynys",2002-12-08,0,,0,0,surface
915,17,Avon,2002-12-05,0,,0,0,surface
917,36,Medina ,2002-12-10,0,,0,0,tube
919,13,Burry,2002-12-16,0,,0,0,surface
920,21,Butley,2002-12-16,0,,0,0,surface
921,26,Chichester Harbour,2002-12-11,0,,0,0,tube
922,27,Southampton (east ryde),2002-12-16,0,,0,34,tube
923,27,Southampton Hamble,2002-12-16,0,,0,0,tube
924,34,North Kent Coast,2002-12-17,0,,0,0,surface
925,9,Weymouth inner,2002-12-19,0,,0,26,surface
926,27,Southampton Ryde,2002-12-16,0,,0,28,tube
927,13,"Burry, D, ",2003-01-06,0,,0,0,surface
928,36,Medina ,2003-01-07,0,,0,0,surface
929,38,Fowey,2003-01-07,0,,0,0,surface
930,12,Fal,2003-01-13,0,,0,0,tube
932,24,Roach/Crouch,2003-01-15,0,,0,0,surface
931,57,Swale,2003-01-13,0,,0,0,surface
933,1,Holy Island,2003-01-21,0,,0,0,surface
934,9,Weymouth/ Portland,2003-01-21,0,,0,0,surface
935,13,"Burry,D",2003-01-20,0,,0,0,surface
936,19,"Milford, Lawrenny Q",2003-01-20,0,,0,0,surface
937,19,"Milford,Coedcanlas S",2003-01-20,0,,0,0,surface
938,21,Butley,2003-01-20,0,,0,0,surface
939,34,North Kent Coast,2003-01-20,0,,0,0,surface
944,27,"Southampton,R. Mid",2003-01-27,0,,0,0,tube
942,27,"Southampton,Pier",2003-01-27,0,,0,0,tube
943,27,"Southampton,Hamble",2003-01-27,0,,0,0,tube
941,47,Camel,2003-01-27,0,,0,0,surface
940,48,Liverpool Bay,2003-01-27,0,,0,0,surface
349,6,"Wash,Gat",2002-02-04,0,,0,0,
350,6,"Wash,Friskney",2002-02-04,0,,0,0,
347,48,Liverpool,2002-02-04,0,,0,0,
348,57,SWALE,2002-02-05,0,,0,0,
351,6,"Wash, Daseleys",2002-02-05,0,,0,0,
352,6,"Wash, Styleman",2002-02-05,0,,0,0,
367,6,"Wash, Styleman",2002-02-12,0,,0,0,
368,6,"Wash, Gatt",2002-02-13,0,,0,0,
369,6,"Wash, Daseleys",2002-02-12,0,,0,0,
370,6,"Wash,Friskney (sediment)",2002-02-13,0,,0,0,
371,6,"Wash,Friskney (water)",2002-02-13,0,,0,0,
353,13,Burry shore (J),2002-02-11,0,,0,0,
354,13,Burry shore (I),2002-02-11,0,,0,0,
355,13,Burry shore (K),2002-02-11,0,,0,0,
356,13,Burry Inlet north (water),2002-02-11,0,,0,0,
364,13,Burry Inlet North (sediment),2002-02-11,0,,0,0,
363,19,Milford Haven Coedcanlas spit,2002-02-12,0,,0,0,
361,19,"Milford Haven, Lawrenny quay",2002-02-12,0,,0,0,
372,27," Southampton, Ryde middle",2002-02-12,0,,0,0,
365,27,"Southampton, Ryde Pier",2002-02-12,0,,0,0,
366,27,"Southampton, Hamble",2002-02-12,0,,0,0,
362,34,NORTH KENT COAST,2002-02-12,0,,0,0,
358,35,PORTSMOUTH,2002-02-12,0,,0,0,
357,38,Fowey,2002-02-11,0,,0,0,
359,61,"St Ives bay, Godrevy cove",2002-02-12,0,,0,0,
360,61,"St Ives Bay, Carrack Gladden",2002-02-12,0,,0,0,
386,7,Thames,2002-02-18,0,,0,0,
374,6,"wash, Friskney",2002-02-17,0,,0,0,
375,6,"Wash,Gatt",2002-02-17,0,,0,0,
376,6,Wash Daseleys,2002-02-17,0,,0,0,
377,6,"Wash, Stylemans",2002-02-17,0,,0,0,
380,12,"Fal,Turnaware Pontoon",2002-02-18,0,,0,0,
381,13,"Burry, south side-east",2002-02-18,0,,0,0,
382,13,Burry south side mid,2002-02-18,0,,0,0,
383,13,Burry.,2002-02-18,0,,0,0,
384,13,"Burry,North, water",2002-02-18,0,,0,0,
385,13,"Burry, North .sediment",2002-02-18,0,,0,0,
373,21,BUTLEY,2002-02-13,0,,0,0,
387,34,NORTH KENT COAST,2002-02-18,0,,0,0,
378,36,MEDINA,2002-02-18,0,,0,0,
386,7,Thames,2002-02-18,0,,0,0,
374,6,"wash, Friskney",2002-02-17,0,,0,0,
375,6,"Wash,Gatt",2002-02-17,0,,0,0,
376,6,Wash Daseleys,2002-02-17,0,,0,0,
377,6,"Wash, Stylemans",2002-02-17,0,,0,0,
380,12,"Fal,Turnaware Pontoon",2002-02-18,0,,0,0,
381,13,"Burry, south side-east",2002-02-18,0,,0,0,
382,13,Burry south side mid,2002-02-18,0,,0,0,
383,13,Burry.,2002-02-18,0,,0,0,
384,13,"Burry,North, water",2002-02-18,0,,0,0,
385,13,"Burry, North .sediment",2002-02-18,0,,0,0,
373,21,BUTLEY,2002-02-13,0,,0,0,
387,34,NORTH KENT COAST,2002-02-18,0,,0,0,
378,36,MEDINA,2002-02-18,0,,0,0,
388,9,Weymouth/ Portland,2002-02-25,0,,0,0,
389,12,"Fal,Turnaware Pontoon",2002-02-25,0,,0,0,
392,13,"Burry, sediment,BO38Q",2002-02-26,0,,0,0,
393,13,"Burry,sediment,BO38I",2002-02-26,0,,0,0,
394,13,"Burry,sediment,BO38K",2002-02-26,0,,0,0,
395,13,"Burry,sediment,BO38J",2002-02-26,0,,0,0,
396,13,"Burry,seaweed,south",2002-02-26,0,,0,0,
397,13,"Burry, seaweed,North",2002-02-26,0,,0,0,
398,13,"Burry,seaweed,east",2002-02-26,0,,0,0,
399,13,"Burry,water, BO38K",2002-02-26,0,,0,0,
400,13,"Burry,BO38Q,sediment",2002-02-26,0,,0,0,
401,13,"Burry,BO38J,water",2002-02-26,0,,0,0,
402,13,"Burry,BO38E, sediment",2002-02-26,0,,0,0,
403,13,"Burry,BO38E, water",2002-02-26,0,,0,0,
390,17,AVON,2002-02-27,0,,0,0,
391,40,Taw/Torridge,2002-02-26,0,,0,0,
424,12,"Fal,Percuil",2002-03-04,0,,0,0,
425,12,"Fal, Turnaware",2002-03-04,0,,0,0,
426,12,"Fal,Penryn",2002-03-04,0,,0,0,
404,14,MENAI STRAIT,2002-03-04,0,,0,0,
409,13,"Burry, seaweed,south side west",2002-03-04,0,,0,0,
410,13,"Burry,seaweed south side east",2002-03-04,0,,0,0,
411,13,"Burry, seaweed, south side mid",2002-03-04,0,,0,0,
412,13,"Burry,Sediment,south side west",2002-03-04,0,,0,0,
413,13,"Burry,sediment,Ocher draw",2002-03-04,0,,0,0,
414,13,"Burry, sediment,south side east",2002-03-04,0,,0,0,
419,13,"Burry,sediment,north",2002-03-04,0,,0,0,
415,13,"Burry,sediment,south side mid",2002-03-04,0,,0,0,
416,13,"Burry, water, south side east",2002-03-04,0,,0,0,
417,13,"Burry,water,Ocher draw",2002-03-04,0,,0,0,
418,13,"Burry,water,south side west",2002-03-04,0,,0,0,
420,13,"Burry,water,North,east",2002-03-04,0,,0,0,
421,13,"Burry,seaweed,north,east",2002-03-04,0,,0,0,
422,13,"Burry,water,north,pwll",2002-03-04,0,,0,0,
423,13,"Burry,seaweed,north,pwll",2002-03-04,0,,0,0,
427,18,BLYTH,2002-03-05,0,,0,0,
408,22,Colchester,2002-03-06,0,,0,0,
407,48,Liverpool,2002-03-04,0,,0,0,
406,57,SWALE,2002-03-06,0,,0,0,
,61,St.Ives Bay,2002-03-04,0,,0,0,
445,6,"Wash, Daisleys, water",2002-03-12,0,,0,0,
446,6,"Wash, Daisleys, sediment",2002-03-12,0,,0,0,
447,6,"Wash, Friskney,water",2002-03-12,0,,0,0,
448,6,"Wash, Friskney, sediment",2002-03-12,0,,0,0,
439,7,Thames,2002-03-11,0,,0,0,
444,9,"Weymouth, Fleet Lagoon",2002-03-13,0,,0,0,
428,13,"Burry,Pwll,live, water",2002-03-11,0,,0,0,
429,13,"Burry,training wall,live.water",2002-03-11,0,,0,0,
430,13,"Burry,North,sediment",2002-03-11,0,,0,0,
431,13,"Burry,North,water",2002-03-11,0,,0,0,
432,13,"Burry, south side west,water",2002-03-11,0,,0,0,
434,13,"Burry,Ocher draw,water",2002-03-11,0,,0,0,
435,13,"Burry,Pwll,Channelled wrack",2002-03-11,0,,0,0,
436,13,"Burry,Pwll,Bladder wrack",2002-03-11,0,,0,0,
437,13,"Burry,seaweed,training wall",2002-03-11,0,,0,0,
440,13,"Burry,south side mid,water",2002-03-11,0,,0,0,
441,13,"Burry,south side east,water",2002-03-11,0,,0,0,
449,17,AVON,2002-03-13,0,,0,0,
443,19,"Milford,Coedcanlas spit",2002-03-12,0,,0,0,
438,19,"Milford,Lawrenny quay",2002-03-12,0,,0,0,
433,34,"North Kent, Pollard",2002-03-11,0,,0,0,
442,38,Fowey,2002-03-12,0,,0,0,
455,13,Burry PWLL,2002-03-17,0,,0,0,
456,13,Burry Training Wall,2002-03-17,0,,0,0,
457,13,Burry Training Wall C Wrack,2002-03-17,0,,0,0,
458,13,Burry PWLL C Wrack,2002-03-17,0,,0,0,
459,13,Burry PWLL Bladder Wrack,2002-03-17,0,,0,0,
460,13,Burry Ocher Draw,2002-03-17,0,,0,0,
461,13,Burry South Side West,2002-03-17,0,,0,0,
462,13,Burry South Side Mid,2002-03-17,0,,0,0,
463,13,Burry BO38D water,2002-03-17,0,,0,0,
464,13,Burry B038D sediment,2002-03-17,0,,0,0,
465,13,Burry South Side East,2002-03-17,0,,0,0,
450,21,BUTLEY,2002-03-18,0,,0,0,
451,22,Colchester Peewit Island,2002-03-18,0,,0,0,
452,26,Chichester Harbour A/B,2002-03-18,0,,0,0,
453,34,North Kent Coast Slime/Weed,2002-03-18,0,,0,0,
454,34,North Kent Coast Water,2000-03-18,0,,0,0,
470,13,Burry PWLL water,2002-03-25,0,,0,0,
471,13,Burry Training Wall water,2002-03-25,0,,0,0,
472,13,Burry PWLL C. Wrack,2002-03-25,0,,0,0,
473,13,Burry PWLL B. Wrack,2002-03-25,0,,0,0,
474,13,Burry Training Wall C. Wrack,2002-03-25,0,,0,0,
475,13,Burry North water,2002-03-25,0,,0,0,
476,13,Burry North sediment,2002-03-25,0,,0,0,
466,18,BLYTH,2002-03-19,0,,0,0,
467,35,PORTSMOUTH,2002-03-26,0,,0,0,
468,36,MEDINA,2002-03-25,0,,0,0,
469,40,Taw/Torridge,2002-03-26,0,,0,0,
486,6,Wash Friskney,2002-04-01,0,,0,0,
487,6,Wash Gat Channel,2002-04-01,0,,0,0,
488,6,Wash Stylemans,2002-04-02,0,,0,0,
489,6,Wash Daseleys Sane,2002-04-02,0,,0,0,
477,7,Thames Phoenix,2002-04-02,0,,0,0,
478,7,Thames Site 1 River Swale,2002-04-02,0,,0,0,
490,13,Burry South Side West,2002-04-02,0,,0,0,
491,13,Burry South Side East,2002-04-02,0,,0,0,
492,13,Burry Ocher Draw,2002-04-02,0,,0,0,
493,13,Burry North Water,2002-04-02,0,,0,0,
494,13,Burry North Sediment,2002-04-02,0,,0,0,
495,13,Burry Training Wall water,2002-04-02,0,,0,0,
496,13,Burry PWLL Water,2002-04-02,0,,0,0,
497,13,Burry PWLL B. Wrack,2002-04-02,0,,0,0,
498,13,Burry Training Wall C. Wrack,2002-04-02,0,,0,0,
499,13,Burry PWLL B. Wrack,2002-04-02,0,,0,0,
485,30,Fishguard Goodwick Sands,2002-03-26,0,,0,0,
479,34,North Kent Coast Sediment,2002-04-02,0,,0,0,
480,34,North Kent Coast Seaweed,2002-04-02,Unable,,to ,analyse,
481,37,BRIXHAM,2002-04-03,0,,0,0,
482,38,Fowey,2000-04-03,0,,0,0,
483,61,St Ives Bay Godrevy Cove,2002-04-03,0,,0,0,
484,61,St Ives Bay Carrack Gladden,2002-04-03,0,,0,0,
500,12,"Fal,Turnaware Pontoon",2002-04-08,91967,,0,0,
506,13,"Burry,North,water",2002-04-08,0,,0,0,
507,13,"Burry, North, sediment",2002-04-08,0,,0,0,
508,13,"Burry,Training wall,water",2002-04-08,0,,0,0,
509,13,"Burry, Pwll, water",2002-04-08,0,,0,0,
510,13,"Burry,Pwll, c.wrack,",2002-04-08,0,,0,0,
511,13,"Burry,T.wall,b.wrack",2002-04-08,0,,0,0,
512,13,"Burry, Pwll, b.wrack",2002-04-08,0,,0,0,
513,13,"Burry,South side east, water",2002-04-08,0,,0,0,
514,13,"Burry,Ocher draw, water",2002-04-08,0,,0,0,
515,13,"Burry,South side west, water",2002-04-08,0,,0,0,
501,19,"Milford,Lawrenny Quay",2002-04-09,0,,0,0,
502,19,"Milford, Coedcanlas spit",2002-04-09,0,,0,0,
516,22,Colchester,2002-04-09,0,,0,0,
503,34,"North Kent,Water",2002-04-09,0,,0,0,
504,34,"North Kent,Slime",2002-04-09,0,,0,0,
505,34,"North Kent,seaweed",2002-04-09,0,,0,0,
517,47,Camel,2002-04-09,0,,40,0,
532,6,"wash,Friskney",2002-04-15,0,,0,0,
533,6,"Wash,Gat",2002-04-15,0,,0,58,
534,6,"Wash,Teetotal",2002-04-15,0,,0,0,
535,6,"wash,Stylemans",2002-04-15,0,,0,60,
518,12,"Fal,Turnaware Pontoon",2002-04-15,241412,,0,0,
536,13,"Burry,Llanelli,water",2002-04-15,0,,0,0,
537,13,"Burry,Llanelli, sediment",2002-04-15,0,,0,0,
538,13,"Burry,Training wall,water",2002-04-15,0,,0,0,
539,13,"Burry,Training,Bladder wrack",2002-04-15,0,,0,0,
540,13,"Burry,Pwll,water",2002-04-15,0,,0,0,
541,13,"Burry,Pwll,Channelled wrack",2002-04-15,0,,0,0,
542,13,"Burry,Sseast",2002-04-15,0,,0,0,
543,13,"Burry,Sswest",2002-04-15,0,,0,0,
544,13,"Burry,Ocher draw",2002-04-15,0,,0,0,
519,14,MENAI STRAIT,2002-04-15,0,,0,320,
520,17,AVON,2002-04-11,0,,0,0,
521,18,"Blyth,Offshore",2002-04-09,22991,,0,120,
522,18,Blyth.,2002-04-16,17244,,0,110,
523,18,"Blyth, (live)",2002-04-16,8,,0,70,
524,21,Butley,2002-04-15,0,,0,0,
525,27,"Southampton,Hamble",2002-04-17,0,,0,0,
526,27,"Southampton,Pier",2002-04-17,0,,0,0,
527,27,Southampton,2002-04-17,0,,0,0,
528,34,"Kent,Slime weed",2002-04-15,0,,0,0,
529,34,NORTH KENT COAST,2002-04-15,0,,0,0,
530,38,Fowey,2002-04-16,0,,0,0,
531,48,Liverpool,2002-04-15,0,,0,0,
545,9,Weymouth inner harbour,2002-04-23,8622,,0,0,
553,13,"Burry,Pwll, water",2002-04-22,0,,0,20,
554,13,"Burry,Pwll,bladderwrack",2002-04-22,0,,0,present,
555,13,"Burry,Pwll,channelledwrack",2002-04-22,0,,0,0,
556,13,"Burry,Training wall,water (live)",2002-04-22,300,,20,80,
557,13,"Burry,training wall,green leaves",2002-04-22,0,,0,0,
558,13,"Burry,training wall,Bladderwrack",2002-04-22,0,,0,present,
559,13,"Burry,Llanelli,sediment",2002-04-22,0,,0,0,
560,13,"Burry,Llanelli, water",2002-04-22,0,,0,0,
561,13,"Burry, south side west, water",2002-04-23,2874,,0,0,
562,13,"Burry,south side east, water",2002-04-23,8622,,0,0,
546,19,"Milford,Coedcanlas spit",2002-04-23,0,,0,0,
547,19,"Milford,Lawrenny quay",2002-04-23,0,,0,0,
548,22,Colchester,2002-04-22,0,,0,0,
549,24,Roach/Crouch,2002-04-24,0,,0,0,
550,34,"North Kent, water",2002-04-22,0,,0,0,
551,34,"North Kent, sediment",2002-04-22,0,,0,0,
552,34,"North Kent, slime",2002-04-22,0,,0,0,
563,9,Weymouth inner harbour,2002-04-29,0,,0,0,
564,12,"Fal,Turnaware Pontoon",2002-04-30,0,,0,0,
568,13,"Burry,Training wall, water",2002-04-29,0,,0,0,
569,13,"Burry,Pwll, water",2002-04-29,0,,0,0,
570,13,"Burry,South side mid, water",2002-04-29,0,,0,0,
571,13,"Burry, North, water",2002-04-29,0,,0,0,
572,13,"Burry, South side east, water",2002-04-29,0,,0,0,
573,13,"Burry,South side west, water",2002-04-29,0,,0,0,
565,13,"Burry, Ocher draw, water",2002-04-23,0,,0,0,
566,14,MENAI STRAIT,2002-04-29,0,,0,0,
567,34,NORTH KENT COAST,2002-04-29,0,,0,0,
585,6,"Wash,Daseleys,water",2002-05-07,0,,0,0,
586,6,"Wash,Friskney,water",2002-05-07,0,,0,0,
579,13,"Burry,south side west, water",2002-05-07,0,,0,0,
580,13,"Burry,north,water",2002-05-07,0,,0,0,
581,13,"Burry,south side mid,water",2002-05-07,0,,0,0,
582,13,"Burry,south side east,water",2002-05-07,0,,0,0,
583,13,"Burry,Pwll,water",2002-05-08,0,,0,0,
584,13,"Burry,Training wall,water",2002-05-08,0,,0,0,
574,17,AVON,2002-05-08,0,,0,0,
575,34,"North Kent,Seaweed",2002-05-07,0,,0,0,
576,34,"North Kent,Slime",2002-05-07,0,,0,0,
577,34,"North Kent,Water",2002-05-07,0,,0,0,
578,38,Fowey,2002-05-07,0,,0,0,
588,6,"Wash,Stylemans",2002-05-14,0,,0,0,
589,6,"Wash,Gat",2002-05-14,0,,0,0,
590,6,"Wash,Daseleys",2002-05-14,0,,0,0,
591,6,"Wash,Friskney",2002-05-14,0,,0,0,
592,7,"Thames, Phoenix",2002-05-13,0,,0,0,
593,13,"Burry,South side east",2002-05-14,0,,0,0,
594,13,"Burry,South side west",2002-05-14,0,,0,0,
595,13,"Burry,Pwll,live",2002-05-13,0,,0,0,
596,13,"Burry,Training wall,live",2002-05-13,0,,0,0,
597,13,"Burry,South side mid",2002-05-14,0,,0,0,
598,13,"Burry,North west,preserved",2002-05-13,0,,0,0,
599,13,"Burry,North west,unpreserved",2002-05-13,0,,0,0,
600,13,Burry inlet North (D),2002-05-13,0,,0,0,
,19,"Milford Haven, Coedcanlas spit",2002-05-14,0,,0,0,
601,19,"Milford Haven, Lawrenny quay",2002-05-14,0,,0,0,
602,47,Camel,2002-05-14,0,,0,0,
603,13,"Burry,D,Machynys",2002-05-20,0,,0,0,
604,13,"Burry,Training wall",2002-05-20,0,,0,0,
605,13,"Burry,Pwll",2002-05-20,0,,0,0,
606,21,BUTLEY,2002-05-20,0,,0,0,
607,26,"Chichester,A,Mill Rythe",2002-05-20,0,,0,0,
608,34,"North Kent,Pollard",2002-05-21,0,,0,0,
609,36,Medina,2002-05-20,0,,0,0,
610,47,Camel,2002-05-21,0,,0,0,
611,48,Liverpool,2002-05-20,0,,0,0,
612,57,SWALE,2002-05-20,0,,0,0,
613,1,Holy Island,2002-05-28,0,,0,0,
614,6,"Wash, Daseleys",2002-05-27,0,,0,0,
615,6,"Wash, Friskney",2002-05-27,0,,0,0,
616,9,Weymouth Inner Harbour,2002-05-28,0,,0,0,
617,12,"Fal,Turnaware Pontoon",2002-05-27,0,,0,0,
618,13,"Burry,Machynys",2002-05-27,0,,0,0,
619,13,"Burry,Pwll",2002-05-27,0,,0,0,
620,13,"Burry,Training Wall",2002-05-27,0,,0,0,
