"Year","Temperature","Net_Primary_Production","Sea_Surface_Salinity","Chlorophyll","Currents","Windspeed"
"1912-07-15",22.03,NA,NA,NA,NA,NA
"1912-08-15",23.53,NA,NA,NA,NA,NA
"1912-09-15",25.34,NA,NA,NA,NA,NA
"1912-10-15",23.48,NA,NA,NA,NA,NA
"1912-11-15",22.52,NA,NA,NA,NA,NA
"1912-12-15",19.59,NA,NA,NA,NA,NA
"1913-01-15",18.51,NA,NA,NA,NA,NA
"1913-02-15",18.49,NA,NA,NA,NA,NA
"1913-03-15",18.81,NA,NA,NA,NA,NA
"1913-04-15",18.77,NA,NA,NA,NA,NA
"1913-05-15",18.84,NA,NA,NA,NA,NA
"1913-06-15",19.89,NA,NA,NA,NA,NA
"1913-07-15",22.98,NA,NA,NA,NA,NA
"1913-08-15",23.61,NA,NA,NA,NA,NA
"1913-09-15",23.08,NA,NA,NA,NA,NA
"1913-10-15",22.85,NA,NA,NA,NA,NA
"1913-11-15",22.24,NA,NA,NA,NA,NA
"1913-12-15",20.34,NA,NA,NA,NA,NA
"1914-01-15",19.2,NA,NA,NA,NA,NA
"1914-02-15",18.18,NA,NA,NA,NA,NA
"1914-03-15",18.4,NA,NA,NA,NA,NA
"1914-04-15",18.42,NA,NA,NA,NA,NA
"1914-05-15",19,NA,NA,NA,NA,NA
"1914-06-15",19.98,NA,NA,NA,NA,NA
"1914-07-15",22.65,NA,NA,NA,NA,NA
"1914-08-15",25.25,NA,NA,NA,NA,NA
"1914-09-15",24.45,NA,NA,NA,NA,NA
"1914-10-15",23.92,NA,NA,NA,NA,NA
"1914-11-15",22.1,NA,NA,NA,NA,NA
"1914-12-15",20.92,NA,NA,NA,NA,NA
"1915-01-15",19.16,NA,NA,NA,NA,NA
"1915-02-15",18.19,NA,NA,NA,NA,NA
"1915-03-15",19.34,NA,NA,NA,NA,NA
"1915-04-15",19.07,NA,NA,NA,NA,NA
"1915-05-15",19.88,NA,NA,NA,NA,NA
"1915-06-15",20.8,NA,NA,NA,NA,NA
"1915-07-15",23.66,NA,NA,NA,NA,NA
"1915-08-15",25.87,NA,NA,NA,NA,NA
"1915-09-15",25.7,NA,NA,NA,NA,NA
"1915-10-15",23.84,NA,NA,NA,NA,NA
"1915-11-15",23.01,NA,NA,NA,NA,NA
"1915-12-15",21.32,NA,NA,NA,NA,NA
"1916-01-15",19.4,NA,NA,NA,NA,NA
"1916-02-15",18.18,NA,NA,NA,NA,NA
"1916-03-15",18.54,NA,NA,NA,NA,NA
"1916-04-15",18.54,NA,NA,NA,NA,NA
"1916-05-15",19.36,NA,NA,NA,NA,NA
"1916-06-15",20.16,NA,NA,NA,NA,NA
"1916-07-15",22.65,NA,NA,NA,NA,NA
"1916-08-15",25.16,NA,NA,NA,NA,NA
"1916-09-15",25.69,NA,NA,NA,NA,NA
"1916-10-15",24.28,NA,NA,NA,NA,NA
"1916-11-15",22.04,NA,NA,NA,NA,NA
"1916-12-15",20.13,NA,NA,NA,NA,NA
"1917-01-15",19.64,NA,NA,NA,NA,NA
"1917-02-15",18.19,NA,NA,NA,NA,NA
"1917-03-15",18.68,NA,NA,NA,NA,NA
"1917-04-15",19.22,NA,NA,NA,NA,NA
"1917-05-15",19.48,NA,NA,NA,NA,NA
"1917-06-15",20.67,NA,NA,NA,NA,NA
"1917-07-15",23.03,NA,NA,NA,NA,NA
"1917-08-15",24.52,NA,NA,NA,NA,NA
"1917-09-15",24.68,NA,NA,NA,NA,NA
"1917-10-15",23.51,NA,NA,NA,NA,NA
"1917-11-15",22.17,NA,NA,NA,NA,NA
"1917-12-15",21.46,NA,NA,NA,NA,NA
"1918-01-15",19.87,NA,NA,NA,NA,NA
"1918-02-15",18.97,NA,NA,NA,NA,NA
"1918-03-15",18.8,NA,NA,NA,NA,NA
"1918-04-15",19.13,NA,NA,NA,NA,NA
"1918-05-15",19.45,NA,NA,NA,NA,NA
"1918-06-15",20.5,NA,NA,NA,NA,NA
"1918-07-15",22.54,NA,NA,NA,NA,NA
"1918-08-15",24.16,NA,NA,NA,NA,NA
"1918-09-15",23.59,NA,NA,NA,NA,NA
"1918-10-15",22.71,NA,NA,NA,NA,NA
"1918-11-15",21.75,NA,NA,NA,NA,NA
"1918-12-15",20.33,NA,NA,NA,NA,NA
"1919-01-15",19.35,NA,NA,NA,NA,NA
"1919-02-15",19.07,NA,NA,NA,NA,NA
"1919-03-15",19.57,NA,NA,NA,NA,NA
"1919-04-15",19.21,NA,NA,NA,NA,NA
"1919-05-15",19.33,NA,NA,NA,NA,NA
"1919-06-15",20.34,NA,NA,NA,NA,NA
"1919-07-15",21.97,NA,NA,NA,NA,NA
"1919-08-15",24.67,NA,NA,NA,NA,NA
"1919-09-15",25.49,NA,NA,NA,NA,NA
"1919-10-15",24.51,NA,NA,NA,NA,NA
"1919-11-15",23.35,NA,NA,NA,NA,NA
"1919-12-15",20.75,NA,NA,NA,NA,NA
"1920-01-15",18.58,NA,NA,NA,NA,NA
"1920-02-15",18.14,NA,NA,NA,NA,NA
"1920-03-15",18.91,NA,NA,NA,NA,NA
"1920-04-15",19.07,NA,NA,NA,NA,NA
"1920-05-15",19.57,NA,NA,NA,NA,NA
"1920-06-15",20.01,NA,NA,NA,NA,NA
"1920-07-15",21.48,NA,NA,NA,NA,NA
"1920-08-15",24.18,NA,NA,NA,NA,NA
"1920-09-15",24.77,NA,NA,NA,NA,NA
"1920-10-15",24.27,NA,NA,NA,NA,NA
"1920-11-15",21.98,NA,NA,NA,NA,NA
"1920-12-15",20.39,NA,NA,NA,NA,NA
"1921-01-15",19.16,NA,NA,NA,NA,NA
"1921-02-15",18.39,NA,NA,NA,NA,NA
"1921-03-15",18.65,NA,NA,NA,NA,NA
"1921-04-15",18.77,NA,NA,NA,NA,NA
"1921-05-15",18.68,NA,NA,NA,NA,NA
"1921-06-15",19.64,NA,NA,NA,NA,NA
"1921-07-15",22.69,NA,NA,NA,NA,NA
"1921-08-15",24.17,NA,NA,NA,NA,NA
"1921-09-15",23.93,NA,NA,NA,NA,NA
"1921-10-15",24.09,NA,NA,NA,NA,NA
"1921-11-15",22.32,NA,NA,NA,NA,NA
"1921-12-15",20.25,NA,NA,NA,NA,NA
"1922-01-15",18.86,NA,NA,NA,NA,NA
"1922-02-15",18.7,NA,NA,NA,NA,NA
"1922-03-15",18.27,NA,NA,NA,NA,NA
"1922-04-15",18.12,NA,NA,NA,NA,NA
"1922-05-15",18.75,NA,NA,NA,NA,NA
"1922-06-15",19.88,NA,NA,NA,NA,NA
"1922-07-15",22.33,NA,NA,NA,NA,NA
"1922-08-15",24.2,NA,NA,NA,NA,NA
"1922-09-15",24.33,NA,NA,NA,NA,NA
"1922-10-15",24.18,NA,NA,NA,NA,NA
"1922-11-15",23.36,NA,NA,NA,NA,NA
"1922-12-15",21.57,NA,NA,NA,NA,NA
"1923-01-15",18.78,NA,NA,NA,NA,NA
"1923-02-15",17.9,NA,NA,NA,NA,NA
"1923-03-15",18.52,NA,NA,NA,NA,NA
"1923-04-15",18.26,NA,NA,NA,NA,NA
"1923-05-15",18.65,NA,NA,NA,NA,NA
"1923-06-15",19.29,NA,NA,NA,NA,NA
"1923-07-15",22.5,NA,NA,NA,NA,NA
"1923-08-15",24.98,NA,NA,NA,NA,NA
"1923-09-15",25.85,NA,NA,NA,NA,NA
"1923-10-15",23.98,NA,NA,NA,NA,NA
"1923-11-15",22.63,NA,NA,NA,NA,NA
"1923-12-15",21.19,NA,NA,NA,NA,NA
"1924-01-15",19.75,NA,NA,NA,NA,NA
"1924-02-15",18.67,NA,NA,NA,NA,NA
"1924-03-15",19.68,NA,NA,NA,NA,NA
"1924-04-15",19.01,NA,NA,NA,NA,NA
"1924-05-15",19.05,NA,NA,NA,NA,NA
"1924-06-15",20.4,NA,NA,NA,NA,NA
"1924-07-15",23.09,NA,NA,NA,NA,NA
"1924-08-15",24.18,NA,NA,NA,NA,NA
"1924-09-15",24.41,NA,NA,NA,NA,NA
"1924-10-15",23.43,NA,NA,NA,NA,NA
"1924-11-15",22.4,NA,NA,NA,NA,NA
"1924-12-15",20.51,NA,NA,NA,NA,NA
"1925-01-15",18.88,NA,NA,NA,NA,NA
"1925-02-15",18.04,NA,NA,NA,NA,NA
"1925-03-15",18.87,NA,NA,NA,NA,NA
"1925-04-15",18.44,NA,NA,NA,NA,NA
"1925-05-15",19.03,NA,NA,NA,NA,NA
"1925-06-15",19.62,NA,NA,NA,NA,NA
"1925-07-15",22.33,NA,NA,NA,NA,NA
"1925-08-15",24.68,NA,NA,NA,NA,NA
"1925-09-15",25.57,NA,NA,NA,NA,NA
"1925-10-15",24.7,NA,NA,NA,NA,NA
"1925-11-15",22.85,NA,NA,NA,NA,NA
"1925-12-15",22.19,NA,NA,NA,NA,NA
"1926-01-15",21.13,NA,NA,NA,NA,NA
"1926-02-15",19.88,NA,NA,NA,NA,NA
"1926-03-15",19.82,NA,NA,NA,NA,NA
"1926-04-15",19.5,NA,NA,NA,NA,NA
"1926-05-15",19.54,NA,NA,NA,NA,NA
"1926-06-15",21.08,NA,NA,NA,NA,NA
"1926-07-15",23.99,NA,NA,NA,NA,NA
"1926-08-15",24.82,NA,NA,NA,NA,NA
"1926-09-15",25.31,NA,NA,NA,NA,NA
"1926-10-15",24.77,NA,NA,NA,NA,NA
"1926-11-15",22.16,NA,NA,NA,NA,NA
"1926-12-15",20.61,NA,NA,NA,NA,NA
"1927-01-15",19.74,NA,NA,NA,NA,NA
"1927-02-15",18.51,NA,NA,NA,NA,NA
"1927-03-15",18.39,NA,NA,NA,NA,NA
"1927-04-15",19.02,NA,NA,NA,NA,NA
"1927-05-15",20.04,NA,NA,NA,NA,NA
"1927-06-15",20.94,NA,NA,NA,NA,NA
"1927-07-15",23.36,NA,NA,NA,NA,NA
"1927-08-15",25.69,NA,NA,NA,NA,NA
"1927-09-15",26.39,NA,NA,NA,NA,NA
"1927-10-15",25.89,NA,NA,NA,NA,NA
"1927-11-15",24.34,NA,NA,NA,NA,NA
"1927-12-15",22.04,NA,NA,NA,NA,NA
"1928-01-15",19.67,NA,NA,NA,NA,NA
"1928-02-15",18.1,NA,NA,NA,NA,NA
"1928-03-15",18.35,NA,NA,NA,NA,NA
"1928-04-15",19.17,NA,NA,NA,NA,NA
"1928-05-15",19.1,NA,NA,NA,NA,NA
"1928-06-15",20.54,NA,NA,NA,NA,NA
"1928-07-15",23.47,NA,NA,NA,NA,NA
"1928-08-15",25.79,NA,NA,NA,NA,NA
"1928-09-15",26.39,NA,NA,NA,NA,NA
"1928-10-15",24.21,NA,NA,NA,NA,NA
"1928-11-15",21.9,NA,NA,NA,NA,NA
"1928-12-15",20.11,NA,NA,NA,NA,NA
"1929-01-15",19.65,NA,NA,NA,NA,NA
"1929-02-15",19.31,NA,NA,NA,NA,NA
"1929-03-15",19.54,NA,NA,NA,NA,NA
"1929-04-15",19.45,NA,NA,NA,NA,NA
"1929-05-15",19.1,NA,NA,NA,NA,NA
"1929-06-15",20.48,NA,NA,NA,NA,NA
"1929-07-15",23.49,NA,NA,NA,NA,NA
"1929-08-15",24.75,NA,NA,NA,NA,NA
"1929-09-15",25.68,NA,NA,NA,NA,NA
"1929-10-15",24.67,NA,NA,NA,NA,NA
"1929-11-15",21.8,NA,NA,NA,NA,NA
"1929-12-15",20.69,NA,NA,NA,NA,NA
"1930-01-15",19.08,NA,NA,NA,NA,NA
"1930-02-15",18.8,NA,NA,NA,NA,NA
"1930-03-15",19.32,NA,NA,NA,NA,NA
"1930-04-15",18.51,NA,NA,NA,NA,NA
"1930-05-15",18.77,NA,NA,NA,NA,NA
"1930-06-15",19.63,NA,NA,NA,NA,NA
"1930-07-15",22.05,NA,NA,NA,NA,NA
"1930-08-15",25.24,NA,NA,NA,NA,NA
"1930-09-15",25.98,NA,NA,NA,NA,NA
"1930-10-15",25.21,NA,NA,NA,NA,NA
"1930-11-15",23.81,NA,NA,NA,NA,NA
"1930-12-15",21.44,NA,NA,NA,NA,NA
"1931-01-15",19.24,NA,NA,NA,NA,NA
"1931-02-15",18.46,NA,NA,NA,NA,NA
"1931-03-15",19.77,NA,NA,NA,NA,NA
"1931-04-15",19.7,NA,NA,NA,NA,NA
"1931-05-15",19.32,NA,NA,NA,NA,NA
"1931-06-15",20.59,NA,NA,NA,NA,NA
"1931-07-15",23.01,NA,NA,NA,NA,NA
"1931-08-15",24.28,NA,NA,NA,NA,NA
"1931-09-15",24.53,NA,NA,NA,NA,NA
"1931-10-15",24.11,NA,NA,NA,NA,NA
"1931-11-15",22.84,NA,NA,NA,NA,NA
"1931-12-15",21.26,NA,NA,NA,NA,NA
"1932-01-15",19.45,NA,NA,NA,NA,NA
"1932-02-15",19.77,NA,NA,NA,NA,NA
"1932-03-15",20.41,NA,NA,NA,NA,NA
"1932-04-15",19.7,NA,NA,NA,NA,NA
"1932-05-15",19.72,NA,NA,NA,NA,NA
"1932-06-15",20.42,NA,NA,NA,NA,NA
"1932-07-15",22.85,NA,NA,NA,NA,NA
"1932-08-15",25.4,NA,NA,NA,NA,NA
"1932-09-15",25.27,NA,NA,NA,NA,NA
"1932-10-15",23.56,NA,NA,NA,NA,NA
"1932-11-15",22.48,NA,NA,NA,NA,NA
"1932-12-15",20.47,NA,NA,NA,NA,NA
"1933-01-15",18.9,NA,NA,NA,NA,NA
"1933-02-15",19.85,NA,NA,NA,NA,NA
"1933-03-15",19.46,NA,NA,NA,NA,NA
"1933-04-15",19.44,NA,NA,NA,NA,NA
"1933-05-15",20.06,NA,NA,NA,NA,NA
"1933-06-15",20.82,NA,NA,NA,NA,NA
"1933-07-15",23.22,NA,NA,NA,NA,NA
"1933-08-15",24.97,NA,NA,NA,NA,NA
"1933-09-15",25.03,NA,NA,NA,NA,NA
"1933-10-15",24.12,NA,NA,NA,NA,NA
"1933-11-15",22.34,NA,NA,NA,NA,NA
"1933-12-15",20.3,NA,NA,NA,NA,NA
"1934-01-15",18.31,NA,NA,NA,NA,NA
"1934-02-15",17.82,NA,NA,NA,NA,NA
"1934-03-15",17.83,NA,NA,NA,NA,NA
"1934-04-15",18.48,NA,NA,NA,NA,NA
"1934-05-15",19.19,NA,NA,NA,NA,NA
"1934-06-15",20.26,NA,NA,NA,NA,NA
"1934-07-15",22,NA,NA,NA,NA,NA
"1934-08-15",23.82,NA,NA,NA,NA,NA
"1934-09-15",24.6,NA,NA,NA,NA,NA
"1934-10-15",23.39,NA,NA,NA,NA,NA
"1934-11-15",21.64,NA,NA,NA,NA,NA
"1934-12-15",20.42,NA,NA,NA,NA,NA
"1935-01-15",19.42,NA,NA,NA,NA,NA
"1935-02-15",18.29,NA,NA,NA,NA,NA
"1935-03-15",17.95,NA,NA,NA,NA,NA
"1935-04-15",18.97,NA,NA,NA,NA,NA
"1935-05-15",19.76,NA,NA,NA,NA,NA
"1935-06-15",20.36,NA,NA,NA,NA,NA
"1935-07-15",23.1,NA,NA,NA,NA,NA
"1935-08-15",24.38,NA,NA,NA,NA,NA
"1935-09-15",24.49,NA,NA,NA,NA,NA
"1935-10-15",23.33,NA,NA,NA,NA,NA
"1935-11-15",21.52,NA,NA,NA,NA,NA
"1935-12-15",21.13,NA,NA,NA,NA,NA
"1936-01-15",20.36,NA,NA,NA,NA,NA
"1936-02-15",20,NA,NA,NA,NA,NA
"1936-03-15",19.78,NA,NA,NA,NA,NA
"1936-04-15",19.8,NA,NA,NA,NA,NA
"1936-05-15",19.61,NA,NA,NA,NA,NA
"1936-06-15",20.69,NA,NA,NA,NA,NA
"1936-07-15",23.57,NA,NA,NA,NA,NA
"1936-08-15",24.78,NA,NA,NA,NA,NA
"1936-09-15",25.61,NA,NA,NA,NA,NA
"1936-10-15",24.1,NA,NA,NA,NA,NA
"1936-11-15",22.51,NA,NA,NA,NA,NA
"1936-12-15",21.16,NA,NA,NA,NA,NA
"1937-01-15",19.66,NA,NA,NA,NA,NA
"1937-02-15",19.97,NA,NA,NA,NA,NA
"1937-03-15",19.03,NA,NA,NA,NA,NA
"1937-04-15",18.88,NA,NA,NA,NA,NA
"1937-05-15",19.05,NA,NA,NA,NA,NA
"1937-06-15",20.65,NA,NA,NA,NA,NA
"1937-07-15",23.39,NA,NA,NA,NA,NA
"1937-08-15",25.21,NA,NA,NA,NA,NA
"1937-09-15",27.17,NA,NA,NA,NA,NA
"1937-10-15",24.46,NA,NA,NA,NA,NA
"1937-11-15",24.26,NA,NA,NA,NA,NA
"1937-12-15",23.07,NA,NA,NA,NA,NA
"1938-01-15",20.04,NA,NA,NA,NA,NA
"1938-02-15",19.17,NA,NA,NA,NA,NA
"1938-03-15",19.92,NA,NA,NA,NA,NA
"1938-04-15",20.33,NA,NA,NA,NA,NA
"1938-05-15",20.25,NA,NA,NA,NA,NA
"1938-06-15",20.55,NA,NA,NA,NA,NA
"1938-07-15",22.75,NA,NA,NA,NA,NA
"1938-08-15",25.08,NA,NA,NA,NA,NA
"1938-09-15",26.05,NA,NA,NA,NA,NA
"1938-10-15",24.91,NA,NA,NA,NA,NA
"1938-11-15",24.04,NA,NA,NA,NA,NA
"1938-12-15",20.94,NA,NA,NA,NA,NA
"1939-01-15",19.12,NA,NA,NA,NA,NA
"1939-02-15",18.76,NA,NA,NA,NA,NA
"1939-03-15",18.87,NA,NA,NA,NA,NA
"1939-04-15",19.16,NA,NA,NA,NA,NA
"1939-05-15",19.9,NA,NA,NA,NA,NA
"1939-06-15",20.76,NA,NA,NA,NA,NA
"1939-07-15",23.55,NA,NA,NA,NA,NA
"1939-08-15",25.4,NA,NA,NA,NA,NA
"1939-09-15",24.84,NA,NA,NA,NA,NA
"1939-10-15",23.76,NA,NA,NA,NA,NA
"1939-11-15",22.28,NA,NA,NA,NA,NA
"1939-12-15",20.6,NA,NA,NA,NA,NA
"1940-01-15",19.64,NA,NA,NA,NA,NA
"1940-02-15",18.83,NA,NA,NA,NA,NA
"1940-03-15",18.84,NA,NA,NA,NA,NA
"1940-04-15",18.99,NA,NA,NA,NA,NA
"1940-05-15",19.22,NA,NA,NA,NA,NA
"1940-06-15",20.47,NA,NA,NA,NA,NA
"1940-07-15",23.23,NA,NA,NA,NA,NA
"1940-08-15",24.59,NA,NA,NA,NA,NA
"1940-09-15",25.04,NA,NA,NA,NA,NA
"1940-10-15",23.88,NA,NA,NA,NA,NA
"1940-11-15",22.38,NA,NA,NA,NA,NA
"1940-12-15",21.01,NA,NA,NA,NA,NA
"1941-01-15",19.73,NA,NA,NA,NA,NA
"1941-02-15",18.98,NA,NA,NA,NA,NA
"1941-03-15",18.87,NA,NA,NA,NA,NA
"1941-04-15",18.77,NA,NA,NA,NA,NA
"1941-05-15",18.71,NA,NA,NA,NA,NA
"1941-06-15",19.66,NA,NA,NA,NA,NA
"1941-07-15",22.22,NA,NA,NA,NA,NA
"1941-08-15",23.73,NA,NA,NA,NA,NA
"1941-09-15",24.17,NA,NA,NA,NA,NA
"1941-10-15",23.3,NA,NA,NA,NA,NA
"1941-11-15",21.77,NA,NA,NA,NA,NA
"1941-12-15",20.3,NA,NA,NA,NA,NA
"1942-01-15",18.65,NA,NA,NA,NA,NA
"1942-02-15",18.61,NA,NA,NA,NA,NA
"1942-03-15",19.54,NA,NA,NA,NA,NA
"1942-04-15",19.43,NA,NA,NA,NA,NA
"1942-05-15",19.12,NA,NA,NA,NA,NA
"1942-06-15",19.94,NA,NA,NA,NA,NA
"1942-07-15",22.76,NA,NA,NA,NA,NA
"1942-08-15",24.19,NA,NA,NA,NA,NA
"1942-09-15",24.3,NA,NA,NA,NA,NA
"1942-10-15",23.48,NA,NA,NA,NA,NA
"1942-11-15",22.32,NA,NA,NA,NA,NA
"1942-12-15",20.96,NA,NA,NA,NA,NA
"1943-01-15",19.49,NA,NA,NA,NA,NA
"1943-02-15",18.33,NA,NA,NA,NA,NA
"1943-03-15",18.16,NA,NA,NA,NA,NA
"1943-04-15",18.64,NA,NA,NA,NA,NA
"1943-05-15",18.93,NA,NA,NA,NA,NA
"1943-06-15",20.11,NA,NA,NA,NA,NA
"1943-07-15",22.69,NA,NA,NA,NA,NA
"1943-08-15",24.61,NA,NA,NA,NA,NA
"1943-09-15",25.09,NA,NA,NA,NA,NA
"1943-10-15",23.86,NA,NA,NA,NA,NA
"1943-11-15",22.07,NA,NA,NA,NA,NA
"1943-12-15",20.05,NA,NA,NA,NA,NA
"1944-01-15",19.15,NA,NA,NA,NA,NA
"1944-02-15",18.58,NA,NA,NA,NA,NA
"1944-03-15",19.02,NA,NA,NA,NA,NA
"1944-04-15",19.44,NA,NA,NA,NA,NA
"1944-05-15",19.9,NA,NA,NA,NA,NA
"1944-06-15",20.63,NA,NA,NA,NA,NA
"1944-07-15",23.24,NA,NA,NA,NA,NA
"1944-08-15",24.17,NA,NA,NA,NA,NA
"1944-09-15",24.76,NA,NA,NA,NA,NA
"1944-10-15",24.23,NA,NA,NA,NA,NA
"1944-11-15",22.68,NA,NA,NA,NA,NA
"1944-12-15",21.04,NA,NA,NA,NA,NA
"1945-01-15",19.64,NA,NA,NA,NA,NA
"1945-02-15",18.56,NA,NA,NA,NA,NA
"1945-03-15",18.91,NA,NA,NA,NA,NA
"1945-04-15",19.45,NA,NA,NA,NA,NA
"1945-05-15",19.72,NA,NA,NA,NA,NA
"1945-06-15",20.73,NA,NA,NA,NA,NA
"1945-07-15",22.81,NA,NA,NA,NA,NA
"1945-08-15",24.32,NA,NA,NA,NA,NA
"1945-09-15",24.6,NA,NA,NA,NA,NA
"1945-10-15",23.89,NA,NA,NA,NA,NA
"1945-11-15",22.8,NA,NA,NA,NA,NA
"1945-12-15",20.96,NA,NA,NA,NA,NA
"1946-01-15",19.52,NA,NA,NA,NA,NA
"1946-02-15",18.77,NA,NA,NA,NA,NA
"1946-03-15",19.03,NA,NA,NA,NA,NA
"1946-04-15",18.67,NA,NA,NA,NA,NA
"1946-05-15",19.83,NA,NA,NA,NA,NA
"1946-06-15",19.95,NA,NA,NA,NA,NA
"1946-07-15",23.03,NA,NA,NA,NA,NA
"1946-08-15",24.66,NA,NA,NA,NA,NA
"1946-09-15",24.43,NA,NA,NA,NA,NA
"1946-10-15",24.05,NA,NA,NA,NA,NA
"1946-11-15",22.13,NA,NA,NA,NA,NA
"1946-12-15",19.84,NA,NA,NA,NA,NA
"1947-01-15",18.92,NA,NA,NA,NA,NA
"1947-02-15",18.93,NA,NA,NA,NA,NA
"1947-03-15",20.03,NA,NA,NA,NA,NA
"1947-04-15",19.72,NA,NA,NA,NA,NA
"1947-05-15",19.54,NA,NA,NA,NA,NA
"1947-06-15",20.53,NA,NA,NA,NA,NA
"1947-07-15",22.16,NA,NA,NA,NA,NA
"1947-08-15",24.94,NA,NA,NA,NA,NA
"1947-09-15",25.21,NA,NA,NA,NA,NA
"1947-10-15",24.05,NA,NA,NA,NA,NA
"1947-11-15",23.24,NA,NA,NA,NA,NA
"1947-12-15",21.63,NA,NA,NA,NA,NA
"1948-01-15",20.56,NA,NA,NA,NA,NA
"1948-02-15",19.34,NA,NA,NA,NA,NA
"1948-03-15",20.15,NA,NA,NA,NA,NA
"1948-04-15",19.43,NA,NA,NA,NA,NA
"1948-05-15",19.73,NA,NA,NA,NA,NA
"1948-06-15",20.81,NA,NA,NA,NA,NA
"1948-07-15",23.34,NA,NA,NA,NA,NA
"1948-08-15",25.18,NA,NA,NA,NA,NA
"1948-09-15",25.6,NA,NA,NA,NA,NA
"1948-10-15",24.63,NA,NA,NA,NA,NA
"1948-11-15",23.02,NA,NA,NA,NA,NA
"1948-12-15",21.58,NA,NA,NA,NA,NA
"1949-01-15",19.64,NA,NA,NA,NA,NA
"1949-02-15",19.25,NA,NA,NA,NA,NA
"1949-03-15",19.07,NA,NA,NA,NA,NA
"1949-04-15",20.21,NA,NA,NA,NA,NA
"1949-05-15",19.08,NA,NA,NA,NA,NA
"1949-06-15",20.47,NA,NA,NA,NA,NA
"1949-07-15",23.42,NA,NA,NA,NA,NA
"1949-08-15",26.44,NA,NA,NA,NA,NA
"1949-09-15",26.57,NA,NA,NA,NA,NA
"1949-10-15",24.45,NA,NA,NA,NA,NA
"1949-11-15",23.44,NA,NA,NA,NA,NA
"1949-12-15",21.49,NA,NA,NA,NA,NA
"1950-01-15",20.14,NA,36.023,NA,NA,NA
"1950-02-15",18.66,NA,36.012,NA,NA,NA
"1950-03-15",19.31,NA,35.976,NA,NA,NA
"1950-04-15",20.23,NA,35.983,NA,NA,NA
"1950-05-15",19.87,NA,35.984,NA,NA,NA
"1950-06-15",20.21,NA,36,NA,NA,NA
"1950-07-15",24.06,NA,36.044,NA,NA,NA
"1950-08-15",26.83,NA,36.05,NA,NA,NA
"1950-09-15",26.87,NA,36.038,NA,NA,NA
"1950-10-15",25.64,NA,36.029,NA,NA,NA
"1950-11-15",23.79,NA,35.716,NA,NA,NA
"1950-12-15",22.27,NA,35.748,NA,NA,NA
"1951-01-15",19.89,NA,35.787,NA,NA,NA
"1951-02-15",18.38,NA,35.804,NA,NA,NA
"1951-03-15",18.23,NA,35.789,NA,NA,NA
"1951-04-15",19.47,NA,35.79,NA,NA,NA
"1951-05-15",19.82,NA,35.811,NA,NA,NA
"1951-06-15",20.29,NA,35.843,NA,NA,NA
"1951-07-15",24.13,NA,35.903,NA,NA,NA
"1951-08-15",25.12,NA,35.93,NA,NA,NA
"1951-09-15",26.65,NA,35.935,NA,NA,NA
"1951-10-15",24.95,NA,35.931,NA,NA,NA
"1951-11-15",22.87,NA,35.911,NA,NA,NA
"1951-12-15",20.63,NA,35.923,NA,NA,NA
"1952-01-15",18.64,NA,35.948,NA,NA,NA
"1952-02-15",18.71,NA,36.044,NA,NA,NA
"1952-03-15",18.87,NA,36,NA,NA,NA
"1952-04-15",19.33,NA,35.982,NA,NA,NA
"1952-05-15",18.63,NA,35.984,NA,NA,NA
"1952-06-15",20.91,NA,35.998,NA,NA,NA
"1952-07-15",24.48,NA,36.042,NA,NA,NA
"1952-08-15",24.89,NA,36.066,NA,NA,NA
"1952-09-15",26.26,NA,36.056,NA,NA,NA
"1952-10-15",25.53,NA,36.037,NA,NA,NA
"1952-11-15",24.74,NA,36.006,NA,NA,NA
"1952-12-15",22.43,NA,36.008,NA,NA,NA
"1953-01-15",20.16,NA,36.024,NA,NA,NA
"1953-02-15",19.16,NA,36.012,NA,NA,NA
"1953-03-15",18.74,NA,35.976,NA,NA,NA
"1953-04-15",19.29,NA,35.961,NA,NA,NA
"1953-05-15",19.56,NA,35.973,NA,NA,NA
"1953-06-15",21,NA,35.991,NA,NA,NA
"1953-07-15",22.88,NA,36.036,NA,NA,NA
"1953-08-15",26.45,NA,36.053,NA,NA,NA
"1953-09-15",27.16,NA,36.046,NA,NA,NA
"1953-10-15",27.17,NA,36.03,NA,NA,NA
"1953-11-15",23.1,NA,36,NA,NA,NA
"1953-12-15",21.34,NA,36.003,NA,NA,NA
"1954-01-15",19.72,NA,36.018,NA,NA,NA
"1954-02-15",18.36,NA,36.009,NA,NA,NA
"1954-03-15",18.6,NA,35.973,NA,NA,NA
"1954-04-15",18.04,NA,35.958,NA,NA,NA
"1954-05-15",18.85,NA,35.96,NA,NA,NA
"1954-06-15",21.04,NA,35.979,NA,NA,NA
"1954-07-15",23.46,NA,36.023,NA,NA,NA
"1954-08-15",26.32,NA,36.036,NA,NA,NA
"1954-09-15",25.53,NA,36.029,NA,NA,NA
"1954-10-15",26.49,NA,36.015,NA,NA,NA
"1954-11-15",24.08,NA,35.987,NA,NA,NA
"1954-12-15",21.53,NA,35.992,NA,NA,NA
"1955-01-15",20.02,NA,36.009,NA,NA,NA
"1955-02-15",19.39,NA,35.999,NA,NA,NA
"1955-03-15",18.41,NA,35.964,NA,NA,NA
"1955-04-15",19.35,NA,35.949,NA,NA,NA
